"CountryArea","Year","Item","Value"
"Cayman Islands","1970","Final consumption expenditure","18549208.8850507"
"Cayman Islands","1970","Household consumption expenditure (including Non-profit institutions serving households)","14776530.2016746"
"Cayman Islands","1970","General government final consumption expenditure","3772678.68337614"
"Cayman Islands","1970","Gross capital formation","5379920.48026619"
"Cayman Islands","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","5379920.48026619"
"Cayman Islands","1970","Exports of goods and services","16717336.1641393"
"Cayman Islands","1970","Imports of goods and services","16993548.2162298"
"Cayman Islands","1970","Gross Domestic Product (GDP)","23572446.2091653"
"Central African Republic","1986","Final consumption expenditure","1162635815.24432"
"Central African Republic","1986","Household consumption expenditure (including Non-profit institutions serving households)","886514407.490287"
"Central African Republic","1986","General government final consumption expenditure","276121407.754036"
"Central African Republic","1986","Gross capital formation","174981437.079269"
"Central African Republic","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","170549846.499242"
"Central African Republic","1986","Changes in inventories","4431590.58002749"
"Central African Republic","1986","Exports of goods and services","232176274.77248"
"Central African Republic","1986","Imports of goods and services","350941505.832216"
"Central African Republic","1986","Gross Domestic Product (GDP)","1174214100.5633"
"Central African Republic","1985","Final consumption expenditure","865102260.242382"
"Central African Republic","1985","Household consumption expenditure (including Non-profit institutions serving households)","658579910.155937"
"Central African Republic","1985","General government final consumption expenditure","206522350.086445"
"Central African Republic","1985","Gross capital formation","129973976.640678"
"Central African Republic","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","126682247.756386"
"Central African Republic","1985","Changes in inventories","3291728.88429112"
"Central African Republic","1985","Exports of goods and services","216524265.754896"
"Central African Republic","1985","Imports of goods and services","298917733.670839"
"Central African Republic","1985","Gross Domestic Product (GDP)","904883302.819605"
"Central African Republic","1984","Final consumption expenditure","668650991.633456"
"Central African Republic","1984","Household consumption expenditure (including Non-profit institutions serving households)","525239878.590951"
"Central African Republic","1984","General government final consumption expenditure","143411113.044793"
"Central African Republic","1984","Gross capital formation","76683248.1993906"
"Central African Republic","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","91377016.3226465"
"Central African Republic","1984","Changes in inventories","-14693768.1232559"
"Central African Republic","1984","Exports of goods and services","169737584.554856"
"Central African Republic","1984","Imports of goods and services","247387190.791693"
"Central African Republic","1984","Gross Domestic Product (GDP)","667345070.093225"
"Central African Republic","1983","Final consumption expenditure","706547533.088462"
"Central African Republic","1983","Household consumption expenditure (including Non-profit institutions serving households)","530918521.843612"
"Central African Republic","1983","General government final consumption expenditure","175629011.247475"
"Central African Republic","1983","Gross capital formation","76137908.8980916"
"Central African Republic","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","81529380.0547265"
"Central African Republic","1983","Changes in inventories","-5391471.15663496"
"Central African Republic","1983","Exports of goods and services","180945682.342427"
"Central African Republic","1983","Imports of goods and services","263498276.672735"
"Central African Republic","1983","Gross Domestic Product (GDP)","689169269.192039"
"Central African Republic","1982","Final consumption expenditure","832284490.376164"
"Central African Republic","1982","Household consumption expenditure (including Non-profit institutions serving households)","644468869.364429"
"Central African Republic","1982","General government final consumption expenditure","187815621.011735"
"Central African Republic","1982","Gross capital formation","48754280.2804654"
"Central African Republic","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","56439407.5817809"
"Central African Republic","1982","Changes in inventories","-7685127.30131554"
"Central African Republic","1982","Exports of goods and services","188788489.063923"
"Central African Republic","1982","Imports of goods and services","279801397.005744"
"Central African Republic","1982","Gross Domestic Product (GDP)","782951397.320721"
"Central African Republic","1981","Final consumption expenditure","739174735.19485"
"Central African Republic","1981","Household consumption expenditure (including Non-profit institutions serving households)","574784033.261931"
"Central African Republic","1981","General government final consumption expenditure","164390701.932919"
"Central African Republic","1981","Gross capital formation","59318298.3703908"
"Central African Republic","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","66078810.2462097"
"Central African Republic","1981","Changes in inventories","-6760511.87581888"
"Central African Republic","1981","Exports of goods and services","192722436.473565"
"Central African Republic","1981","Imports of goods and services","258543247.311381"
"Central African Republic","1981","Gross Domestic Product (GDP)","726965735.773315"
"Central African Republic","1980","Final consumption expenditure","909424015.541198"
"Central African Republic","1980","Household consumption expenditure (including Non-profit institutions serving households)","718915928.793309"
"Central African Republic","1980","General government final consumption expenditure","190508086.752622"
"Central African Republic","1980","Gross capital formation","54559350.3042638"
"Central African Republic","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","65416444.486886"
"Central African Republic","1980","Changes in inventories","-10857094.1873553"
"Central African Republic","1980","Exports of goods and services","228681653.083587"
"Central African Republic","1980","Imports of goods and services","357728087.858044"
"Central African Republic","1980","Gross Domestic Product (GDP)","833943159.082097"
"Central African Republic","1979","Final consumption expenditure","761566336.997577"
"Central African Republic","1979","Household consumption expenditure (including Non-profit institutions serving households)","588674305.166358"
"Central African Republic","1979","General government final consumption expenditure","172892031.831218"
"Central African Republic","1979","Gross capital formation","67047999.6544599"
"Central African Republic","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","92739198.6857123"
"Central African Republic","1979","Changes in inventories","-25691199.0312524"
"Central African Republic","1979","Exports of goods and services","178824193.451987"
"Central African Republic","1979","Imports of goods and services","268977826.141784"
"Central African Republic","1979","Gross Domestic Product (GDP)","733202796.25436"
"Central African Republic","1978","Final consumption expenditure","638169547.410361"
"Central African Republic","1978","Household consumption expenditure (including Non-profit institutions serving households)","502467714.006825"
"Central African Republic","1978","General government final consumption expenditure","135701833.407967"
"Central African Republic","1978","Gross capital formation","64936573.5629805"
"Central African Republic","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","65436794.828597"
"Central African Republic","1978","Changes in inventories","-500221.265616456"
"Central African Republic","1978","Exports of goods and services","162670735.548113"
"Central African Republic","1978","Imports of goods and services","226041708.476421"
"Central African Republic","1978","Gross Domestic Product (GDP)","638842010.384922"
"Central African Republic","1977","Final consumption expenditure","515010748.594034"
"Central African Republic","1977","Household consumption expenditure (including Non-profit institutions serving households)","416068398.904033"
"Central African Republic","1977","General government final consumption expenditure","98942349.690001"
"Central African Republic","1977","Gross capital formation","57258232.6996252"
"Central African Republic","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","69719993.9863906"
"Central African Republic","1977","Changes in inventories","-12461761.2867653"
"Central African Republic","1977","Exports of goods and services","145450309.227403"
"Central African Republic","1977","Imports of goods and services","190240238.540579"
"Central African Republic","1977","Gross Domestic Product (GDP)","530780725.60819"
"Central African Republic","1976","Final consumption expenditure","450917825.55"
"Central African Republic","1976","Household consumption expenditure (including Non-profit institutions serving households)","354473737.163877"
"Central African Republic","1976","General government final consumption expenditure","96444088.3861229"
"Central African Republic","1976","Gross capital formation","52738342.0597396"
"Central African Republic","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","52738342.0597396"
"Central African Republic","1976","Exports of goods and services","113866073.244406"
"Central African Republic","1976","Imports of goods and services","144548953.664841"
"Central African Republic","1976","Gross Domestic Product (GDP)","472036082.377543"
"Central African Republic","1975","Final consumption expenditure","422596659.434882"
"Central African Republic","1975","Household consumption expenditure (including Non-profit institutions serving households)","320220877.580092"
"Central African Republic","1975","General government final consumption expenditure","102375781.85479"
"Central African Republic","1975","Gross capital formation","51052194.2663275"
"Central African Republic","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","51052194.2663275"
"Central African Republic","1975","Exports of goods and services","91018802.7456241"
"Central African Republic","1975","Imports of goods and services","165146510.54439"
"Central African Republic","1975","Gross Domestic Product (GDP)","396187998.337072"
"Central African Republic","1974","Final consumption expenditure","305660332.190579"
"Central African Republic","1974","Household consumption expenditure (including Non-profit institutions serving households)","217132484.869967"
"Central African Republic","1974","General government final consumption expenditure","88527847.3206126"
"Central African Republic","1974","Gross capital formation","42613731.5227876"
"Central African Republic","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","42613731.5227876"
"Central African Republic","1974","Exports of goods and services","88787918.2723492"
"Central African Republic","1974","Imports of goods and services","133229929.792026"
"Central African Republic","1974","Gross Domestic Product (GDP)","294424511.142567"
"Central African Republic","1973","Final consumption expenditure","259754612.291679"
"Central African Republic","1973","Household consumption expenditure (including Non-profit institutions serving households)","176189757.398958"
"Central African Republic","1973","General government final consumption expenditure","83564854.8927208"
"Central African Republic","1973","Gross capital formation","55223798.34853"
"Central African Republic","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","55223798.34853"
"Central African Republic","1973","Exports of goods and services","88283096.229488"
"Central African Republic","1973","Imports of goods and services","108100849.430841"
"Central African Republic","1973","Gross Domestic Product (GDP)","283736011.311494"
"Central African Republic","1972","Final consumption expenditure","227385779.392353"
"Central African Republic","1972","Household consumption expenditure (including Non-profit institutions serving households)","158492753.620513"
"Central African Republic","1972","General government final consumption expenditure","68893025.7678724"
"Central African Republic","1972","Gross capital formation","41474425.8644784"
"Central African Republic","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","41474425.8644784"
"Central African Republic","1972","Exports of goods and services","65329391.1614517"
"Central African Republic","1972","Imports of goods and services","85082888.9550133"
"Central African Republic","1972","Gross Domestic Product (GDP)","240979182.276359"
"Central African Republic","1971","Final consumption expenditure","195816989.036932"
"Central African Republic","1971","Household consumption expenditure (including Non-profit institutions serving households)","135626923.841039"
"Central African Republic","1971","General government final consumption expenditure","60190065.1958922"
"Central African Republic","1971","Gross capital formation","36896289.5234016"
"Central African Republic","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","36896289.5234016"
"Central African Republic","1971","Exports of goods and services","68288744.6089135"
"Central African Republic","1971","Imports of goods and services","82365000.8211634"
"Central African Republic","1971","Gross Domestic Product (GDP)","210775856.842625"
"Central African Republic","1970","Final consumption expenditure","190200213.013118"
"Central African Republic","1970","Household consumption expenditure (including Non-profit institutions serving households)","130238074.890242"
"Central African Republic","1970","General government final consumption expenditure","59962138.1228764"
"Central African Republic","1970","Gross capital formation","33222293.7365148"
"Central African Republic","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","33222293.7365148"
"Central African Republic","1970","Exports of goods and services","68706220.559847"
"Central African Republic","1970","Imports of goods and services","85868991.8692741"
"Central African Republic","1970","Gross Domestic Product (GDP)","197860175.797095"
"Chad","1986","Final consumption expenditure","1204946181.92479"
"Chad","1986","Household consumption expenditure (including Non-profit institutions serving households)","719811772.116602"
"Chad","1986","General government final consumption expenditure","485134409.808189"
"Chad","1986","Gross capital formation","65089233.6418203"
"Chad","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","111825331.519093"
"Chad","1986","Changes in inventories","-46736097.8772724"
"Chad","1986","Exports of goods and services","197393302.578348"
"Chad","1986","Imports of goods and services","399381120.946548"
"Chad","1986","Gross Domestic Product (GDP)","1068047972.54575"
"Chad","1985","Final consumption expenditure","971025221.97459"
"Chad","1985","Household consumption expenditure (including Non-profit institutions serving households)","579458472.701013"
"Chad","1985","General government final consumption expenditure","391566749.273577"
"Chad","1985","Gross capital formation","84213841.6499886"
"Chad","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","68103375.6406947"
"Chad","1985","Changes in inventories","16110466.007068"
"Chad","1985","Exports of goods and services","154801692.303409"
"Chad","1985","Imports of goods and services","342398985.009912"
"Chad","1985","Gross Domestic Product (GDP)","867643572.733643"
"Chad","1984","Final consumption expenditure","888993186.762507"
"Chad","1984","Household consumption expenditure (including Non-profit institutions serving households)","535982128.339071"
"Chad","1984","General government final consumption expenditure","353011058.425725"
"Chad","1984","Gross capital formation","77436336.2393834"
"Chad","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","53539747.6631013"
"Chad","1984","Changes in inventories","23896588.5785706"
"Chad","1984","Exports of goods and services","216588479.894973"
"Chad","1984","Imports of goods and services","304079388.543904"
"Chad","1984","Gross Domestic Product (GDP)","878938614.355248"
"Chad","1983","Final consumption expenditure","852371697.941107"
"Chad","1983","Household consumption expenditure (including Non-profit institutions serving households)","550193819.011593"
"Chad","1983","General government final consumption expenditure","302177878.929514"
"Chad","1983","Gross capital formation","73681057.1467075"
"Chad","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","55306819.5761163"
"Chad","1983","Changes in inventories","18374237.567967"
"Chad","1983","Exports of goods and services","181356051.733074"
"Chad","1983","Imports of goods and services","291697543.191217"
"Chad","1983","Gross Domestic Product (GDP)","815711263.629671"
"Chad","1982","Final consumption expenditure","870223123.64502"
"Chad","1982","Household consumption expenditure (including Non-profit institutions serving households)","534968336.296482"
"Chad","1982","General government final consumption expenditure","335254787.348539"
"Chad","1982","Gross capital formation","75495215.9103461"
"Chad","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","56783363.1853998"
"Chad","1982","Changes in inventories","18711852.7249463"
"Chad","1982","Exports of goods and services","177349143.500273"
"Chad","1982","Imports of goods and services","300948399.930748"
"Chad","1982","Gross Domestic Product (GDP)","822119652.219358"
"Chad","1981","Final consumption expenditure","945460014.219071"
"Chad","1981","Household consumption expenditure (including Non-profit institutions serving households)","587334379.734498"
"Chad","1981","General government final consumption expenditure","358125634.480892"
"Chad","1981","Gross capital formation","82031523.1335676"
"Chad","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","60033599.9822426"
"Chad","1981","Changes in inventories","21997923.151325"
"Chad","1981","Exports of goods and services","207756674.515051"
"Chad","1981","Imports of goods and services","324662008.159181"
"Chad","1981","Gross Domestic Product (GDP)","910586413.816685"
"Chad","1980","Final consumption expenditure","1200543144.55617"
"Chad","1980","Household consumption expenditure (including Non-profit institutions serving households)","752871291.587015"
"Chad","1980","General government final consumption expenditure","447671852.969152"
"Chad","1980","Gross capital formation","104031255.531836"
"Chad","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","77494986.3457558"
"Chad","1980","Changes in inventories","26536269.1860803"
"Chad","1980","Exports of goods and services","254574778.621747"
"Chad","1980","Imports of goods and services","412773562.708518"
"Chad","1980","Gross Domestic Product (GDP)","1146375968.69035"
"Chad","1979","Final consumption expenditure","1403979815.23511"
"Chad","1979","Household consumption expenditure (including Non-profit institutions serving households)","871873229.8216"
"Chad","1979","General government final consumption expenditure","532106585.413506"
"Chad","1979","Gross capital formation","121758251.854491"
"Chad","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","90470091.6013169"
"Chad","1979","Changes in inventories","31288160.2531744"
"Chad","1979","Exports of goods and services","297379021.341968"
"Chad","1979","Imports of goods and services","483467924.472928"
"Chad","1979","Gross Domestic Product (GDP)","1339649713.49369"
"Chad","1978","Final consumption expenditure","1205929446.33861"
"Chad","1978","Household consumption expenditure (including Non-profit institutions serving households)","751430835.122991"
"Chad","1978","General government final consumption expenditure","454498611.220052"
"Chad","1978","Gross capital formation","104570293.891481"
"Chad","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","77376800.7571223"
"Chad","1978","Changes in inventories","27193493.134359"
"Chad","1978","Exports of goods and services","304678527.265891"
"Chad","1978","Imports of goods and services","432969883.931679"
"Chad","1978","Gross Domestic Product (GDP)","1154526521.8102"
"Chad","1977","Final consumption expenditure","999450458.076275"
"Chad","1977","Household consumption expenditure (including Non-profit institutions serving households)","623398298.448645"
"Chad","1977","General government final consumption expenditure","376052159.6317"
"Chad","1977","Gross capital formation","86649209.5520939"
"Chad","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","64348780.9225771"
"Chad","1977","Changes in inventories","22300428.6295169"
"Chad","1977","Exports of goods and services","239190468.004263"
"Chad","1977","Imports of goods and services","368830871.951006"
"Chad","1977","Gross Domestic Product (GDP)","954951672.674913"
"Chad","1976","Final consumption expenditure","966082107.388316"
"Chad","1976","Household consumption expenditure (including Non-profit institutions serving households)","643709459.730565"
"Chad","1976","General government final consumption expenditure","322372647.657751"
"Chad","1976","Gross capital formation","87297872.7287599"
"Chad","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","65444748.0636821"
"Chad","1976","Changes in inventories","21853124.6650778"
"Chad","1976","Exports of goods and services","228247673.277647"
"Chad","1976","Imports of goods and services","387228825.90729"
"Chad","1976","Gross Domestic Product (GDP)","944029886.704852"
"Chad","1975","Final consumption expenditure","1076074672.47106"
"Chad","1975","Household consumption expenditure (including Non-profit institutions serving households)","705793140.768334"
"Chad","1975","General government final consumption expenditure","370281531.702725"
"Chad","1975","Gross capital formation","93948190.3093238"
"Chad","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","70435091.9425112"
"Chad","1975","Changes in inventories","23513098.3668127"
"Chad","1975","Exports of goods and services","192985505.618886"
"Chad","1975","Imports of goods and services","400364030.557135"
"Chad","1975","Gross Domestic Product (GDP)","1005454250.73302"
"Chad","1974","Final consumption expenditure","776332444.392685"
"Chad","1974","Household consumption expenditure (including Non-profit institutions serving households)","460376154.245325"
"Chad","1974","General government final consumption expenditure","315956290.151515"
"Chad","1974","Gross capital formation","55523758.808489"
"Chad","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","42903270.1623326"
"Chad","1974","Changes in inventories","12620488.6461564"
"Chad","1974","Exports of goods and services","198218732.63293"
"Chad","1974","Imports of goods and services","296293074.591767"
"Chad","1974","Gross Domestic Product (GDP)","695948298.061492"
"Chad","1973","Final consumption expenditure","722254460.09893"
"Chad","1973","Household consumption expenditure (including Non-profit institutions serving households)","407945411.914791"
"Chad","1973","General government final consumption expenditure","314309048.184139"
"Chad","1973","Gross capital formation","38119013.0611724"
"Chad","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","29388055.1234995"
"Chad","1973","Changes in inventories","8730957.93318637"
"Chad","1973","Exports of goods and services","161318064.602595"
"Chad","1973","Imports of goods and services","254080479.852071"
"Chad","1973","Gross Domestic Product (GDP)","597355949.724149"
"Chad","1972","Final consumption expenditure","630387855.639143"
"Chad","1972","Household consumption expenditure (including Non-profit institutions serving households)","350961374.431495"
"Chad","1972","General government final consumption expenditure","279426481.207648"
"Chad","1972","Gross capital formation","33395164.2077309"
"Chad","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","22243970.6648067"
"Chad","1972","Changes in inventories","11151193.5429242"
"Chad","1972","Exports of goods and services","139808564.159189"
"Chad","1972","Imports of goods and services","194591709.66591"
"Chad","1972","Gross Domestic Product (GDP)","538650667.71348"
"Chad","1971","Final consumption expenditure","598022982.871902"
"Chad","1971","Household consumption expenditure (including Non-profit institutions serving households)","343158954.870563"
"Chad","1971","General government final consumption expenditure","254864028.001339"
"Chad","1971","Gross capital formation","28457859.8458462"
"Chad","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","20573720.145135"
"Chad","1971","Changes in inventories","7884139.70071124"
"Chad","1971","Exports of goods and services","130698945.371478"
"Chad","1971","Imports of goods and services","178966759.099152"
"Chad","1971","Gross Domestic Product (GDP)","518297768.292725"
"Chad","1970","Final consumption expenditure","543166511.852643"
"Chad","1970","Household consumption expenditure (including Non-profit institutions serving households)","316273412.886444"
"Chad","1970","General government final consumption expenditure","226893098.962581"
"Chad","1970","Gross capital formation","25252585.4557218"
"Chad","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","19428321.6093833"
"Chad","1970","Changes in inventories","5824263.84633848"
"Chad","1970","Exports of goods and services","125050353.906233"
"Chad","1970","Imports of goods and services","168421556.801935"
"Chad","1970","Gross Domestic Product (GDP)","474881352.69699"
"Chile","1986","Final consumption expenditure","15407707666.9524"
"Chile","1986","Household consumption expenditure (including Non-profit institutions serving households)","12789924404.2516"
"Chile","1986","General government final consumption expenditure","2617783262.70084"
"Chile","1986","Gross capital formation","4012229188.54682"
"Chile","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3773159361.00792"
"Chile","1986","Changes in inventories","239069827.538899"
"Chile","1986","Exports of goods and services","5435493888.48708"
"Chile","1986","Imports of goods and services","4785817486.00837"
"Chile","1986","Gross Domestic Product (GDP)","20153151943.4858"
"Chile","1985","Final consumption expenditure","14763337526.9565"
"Chile","1985","Household consumption expenditure (including Non-profit institutions serving households)","12166471360.4315"
"Chile","1985","General government final consumption expenditure","2596866166.51881"
"Chile","1985","Gross capital formation","3398073996.02936"
"Chile","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3449708861.29732"
"Chile","1985","Changes in inventories","-51634865.2679616"
"Chile","1985","Exports of goods and services","4892502343.00266"
"Chile","1985","Imports of goods and services","4397596377.23092"
"Chile","1985","Gross Domestic Product (GDP)","18747019618.5227"
"Chile","1984","Final consumption expenditure","17471616316.0925"
"Chile","1984","Household consumption expenditure (including Non-profit institutions serving households)","14228181924.795"
"Chile","1984","General government final consumption expenditure","3243434391.2975"
"Chile","1984","Gross capital formation","3951092455.73862"
"Chile","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3583470648.73702"
"Chile","1984","Changes in inventories","367621807.001599"
"Chile","1984","Exports of goods and services","4711600475.78381"
"Chile","1984","Imports of goods and services","4926350594.53175"
"Chile","1984","Gross Domestic Product (GDP)","21253442921.1546"
"Chile","1983","Final consumption expenditure","18236506016.2672"
"Chile","1983","Household consumption expenditure (including Non-profit institutions serving households)","14751118583.0643"
"Chile","1983","General government final consumption expenditure","3485387433.20289"
"Chile","1983","Gross capital formation","2508834496.5456"
"Chile","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3215800237.88632"
"Chile","1983","Changes in inventories","-706965741.340723"
"Chile","1983","Exports of goods and services","5020048337.24113"
"Chile","1983","Imports of goods and services","4464167860.4235"
"Chile","1983","Gross Domestic Product (GDP)","21440416445.3409"
"Chile","1982","Final consumption expenditure","23404521960.6286"
"Chile","1982","Household consumption expenditure (including Non-profit institutions serving households)","18758825164.1447"
"Chile","1982","General government final consumption expenditure","4645696796.48388"
"Chile","1982","Gross capital formation","3002613244.47864"
"Chile","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4379650052.47995"
"Chile","1982","Changes in inventories","-1377036808.00131"
"Chile","1982","Exports of goods and services","4958132004.83876"
"Chile","1982","Imports of goods and services","5479321517.62973"
"Chile","1982","Gross Domestic Product (GDP)","25989801470.6695"
"Chile","1981","Final consumption expenditure","31614767644.6923"
"Chile","1981","Household consumption expenditure (including Non-profit institutions serving households)","26264902102.7179"
"Chile","1981","General government final consumption expenditure","5349865542"
"Chile","1981","Gross capital formation","8409170602.25641"
"Chile","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8034765024.28205"
"Chile","1981","Changes in inventories","374405577.974359"
"Chile","1981","Exports of goods and services","5639869009.51282"
"Chile","1981","Imports of goods and services","9250698642.05128"
"Chile","1981","Gross Domestic Product (GDP)","36374164173.5128"
"Chile","1980","Final consumption expenditure","24869291095.1795"
"Chile","1980","Household consumption expenditure (including Non-profit institutions serving households)","20591328579.0769"
"Chile","1980","General government final consumption expenditure","4277962516.07692"
"Chile","1980","Gross capital formation","6694370723.07692"
"Chile","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","6070700799.53846"
"Chile","1980","Changes in inventories","623669923.51282"
"Chile","1980","Exports of goods and services","6621107623.79487"
"Chile","1980","Imports of goods and services","7878720980.10256"
"Chile","1980","Gross Domestic Product (GDP)","30336422015.4359"
"Chile","1979","Final consumption expenditure","19185120699.6487"
"Chile","1979","Household consumption expenditure (including Non-profit institutions serving households)","15491620528.3723"
"Chile","1979","General government final consumption expenditure","3693500171.27643"
"Chile","1979","Gross capital formation","4259784770.15326"
"Chile","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4084790527.3968"
"Chile","1979","Changes in inventories","174994242.75646"
"Chile","1979","Exports of goods and services","5078267541.6937"
"Chile","1979","Imports of goods and services","5733208010.91845"
"Chile","1979","Gross Domestic Product (GDP)","22805922013.1827"
"Chile","1978","Final consumption expenditure","14334563365.9305"
"Chile","1978","Household consumption expenditure (including Non-profit institutions serving households)","11565338351.8888"
"Chile","1978","General government final consumption expenditure","2769225014.04165"
"Chile","1978","Gross capital formation","3168075647.60576"
"Chile","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2991659091.38389"
"Chile","1978","Changes in inventories","176416556.221865"
"Chile","1978","Exports of goods and services","3335922747.03451"
"Chile","1978","Imports of goods and services","3903192585.70564"
"Chile","1978","Gross Domestic Product (GDP)","16940325374.1648"
"Chile","1977","Final consumption expenditure","12701849454.3977"
"Chile","1977","Household consumption expenditure (including Non-profit institutions serving households)","10275111935.9053"
"Chile","1977","General government final consumption expenditure","2426737518.49244"
"Chile","1977","Gross capital formation","2226050818.27961"
"Chile","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2355307486.77785"
"Chile","1977","Changes in inventories","-129256668.498239"
"Chile","1977","Exports of goods and services","2899445339.56584"
"Chile","1977","Imports of goods and services","3173415699.60144"
"Chile","1977","Gross Domestic Product (GDP)","14698714971.8531"
"Chile","1976","Final consumption expenditure","8891490465.82828"
"Chile","1976","Household consumption expenditure (including Non-profit institutions serving households)","7174181547.04117"
"Chile","1976","General government final consumption expenditure","1717308918.7871"
"Chile","1976","Gross capital formation","1455097265.34312"
"Chile","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1729508525.55378"
"Chile","1976","Changes in inventories","-274411260.210661"
"Chile","1976","Exports of goods and services","2605429578.19342"
"Chile","1976","Imports of goods and services","2170606995.56974"
"Chile","1976","Gross Domestic Product (GDP)","10842862039.9362"
"Chile","1975","Final consumption expenditure","6990994425.7955"
"Chile","1975","Household consumption expenditure (including Non-profit institutions serving households)","5580007915.62155"
"Chile","1975","General government final consumption expenditure","1410986510.17395"
"Chile","1975","Gross capital formation","1092501038.33687"
"Chile","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1689303499.70301"
"Chile","1975","Changes in inventories","-596802461.366143"
"Chile","1975","Exports of goods and services","1934285994.19601"
"Chile","1975","Imports of goods and services","2097925278.09928"
"Chile","1975","Gross Domestic Product (GDP)","7940661321.81587"
"Chile","1974","Final consumption expenditure","13275753039.1525"
"Chile","1974","Household consumption expenditure (including Non-profit institutions serving households)","10232013099.0967"
"Chile","1974","General government final consumption expenditure","3043739940.0558"
"Chile","1974","Gross capital formation","3789192395.28094"
"Chile","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3478627351.14877"
"Chile","1974","Changes in inventories","310565042.445334"
"Chile","1974","Exports of goods and services","3331812412.80457"
"Chile","1974","Imports of goods and services","3242823347.2978"
"Chile","1974","Gross Domestic Product (GDP)","17069025140.6778"
"Chile","1973","Final consumption expenditure","16293149752.8037"
"Chile","1973","Household consumption expenditure (including Non-profit institutions serving households)","13666656935.0744"
"Chile","1973","General government final consumption expenditure","2626492803.77096"
"Chile","1973","Gross capital formation","1466995328.14753"
"Chile","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2714184800.47606"
"Chile","1973","Changes in inventories","-1247189472.32853"
"Chile","1973","Exports of goods and services","2350155176.43079"
"Chile","1973","Imports of goods and services","2690780901.33088"
"Chile","1973","Gross Domestic Product (GDP)","17611315796.1059"
"Chile","1972","Final consumption expenditure","11194791000.9529"
"Chile","1972","Household consumption expenditure (including Non-profit institutions serving households)","8922040221.2252"
"Chile","1972","General government final consumption expenditure","2272750779.72769"
"Chile","1972","Gross capital formation","1607512225.29144"
"Chile","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1968125224.59952"
"Chile","1972","Changes in inventories","-360612951.312438"
"Chile","1972","Exports of goods and services","1212151053.21684"
"Chile","1972","Imports of goods and services","1626768940.72659"
"Chile","1972","Gross Domestic Product (GDP)","12354159231.0011"
"Chile","1971","Final consumption expenditure","9725520388.61391"
"Chile","1971","Household consumption expenditure (including Non-profit institutions serving households)","7786186435.9317"
"Chile","1971","General government final consumption expenditure","1939333952.68221"
"Chile","1971","Gross capital formation","1702784086.81019"
